restaurant_name,location,city,cuisines,average_cost_for_two,aggregate_rating,votes,restaurant_type,online_order,book_table
Subway,Indiranagar,Old Airport Road,"healthy food, sandwich, salad",500.0,2.4,261,Quick Bites,Yes,No
Oldtown Dilli,Koramangala 4Th Block,Koramangala 7Th Block,"mughlai, north indian, turkish, afghan",750.0,4.1,261,Casual Dining,Yes,Yes
Amritsari Kulcha Land,Jp Nagar,Jp Nagar,north indian,300.0,4.0,260,Quick Bites,Yes,No
Gokul Kuteera,Indiranagar,Mg Road,"north indian, chinese",650.0,3.9,260,Casual Dining,Yes,No
Domino's Pizza,Bellandur,Bellandur,"pizza, fast food",800.0,3.6,260,Quick Bites,Yes,No
Natural Ice Cream,Kalyan Nagar,Kammanahalli,"ice cream, beverages",200.0,4.3,259,Dessert Parlor,No,No
7 Plates,Koramangala 5Th Block,Koramangala 5Th Block,"mughlai, fast food",750.0,3.7,259,Casual Dining,Yes,No
Skylit - Citrus Hotels,Bellandur,Sarjapur Road,"north indian, mughlai, mediterranean",1500.0,3.6,259,Lounge,No,Yes
Mighty Small,Mg Road,Lavelle Road,"continental, chinese",0.0,4.1,259,"Casual Dining, Bar",No,No
Raidan Restaurant,Kammanahalli,Kammanahalli,"arabian, chinese, north indian",450.0,3.9,259,Casual Dining,No,No
Bhagini,Marathahalli,Marathahalli,"andhra, south indian, chinese, north indian",800.0,2.0,259,Casual Dining,No,No
Hunger Hitman,Koramangala,Koramangala 5Th Block,"north indian, chinese",300.0,3.8,258,Delivery,Yes,No
Chakh Le Foods,Jeevan Bhima Nagar,Old Airport Road,"north indian, mughlai, bengali, chinese",500.0,3.4,258,Casual Dining,Yes,Yes
Biriyani House,Sahakara Nagar,New Bel Road,"andhra, biryani, north indian, chinese",600.0,3.8,258,Casual Dining,Yes,Yes
Meeraa's Beegara Oota,Hsr,Hsr,"south indian, biryani, chinese",550.0,3.8,258,Casual Dining,Yes,No
Akss - India Reimagined,Sadashiv Nagar,Malleshwaram,"modern indian, north indian",1800.0,4.2,258,Casual Dining,No,Yes
McDonald's,Bannerghatta Road,Jp Nagar,"burger, fast food",500.0,4.0,258,Quick Bites,Yes,No
Bangalore Masala House,Vasanth Nagar,Mg Road,"cafe, continental, fast food, pizza, italian, burger, chinese, desserts",500.0,4.1,257,Cafe,Yes,No
Capsicum Family Restaurant,Btm,Koramangala 6Th Block,"biryani, north indian",800.0,3.8,257,Casual Dining,Yes,No
Hotel Feast Ambur Biriyani,Koramangala 1St Block,Koramangala 6Th Block,"biryani, kebab",250.0,3.4,257,Quick Bites,Yes,No
Upahara Darshini,Basavanagudi,Basavanagudi,south indian,150.0,4.2,257,Quick Bites,No,No
Ambara Gardenia,Bannerghatta Road,Bannerghatta Road,"andhra, north indian, chinese, seafood",800.0,3.8,257,Casual Dining,Yes,Yes
Parampara - The Veg Kitchen,Electronic City,Electronic City,"north indian, chinese, street food",350.0,3.7,257,Quick Bites,Yes,No
Hiyar Majhe Kolkata,Btm,Koramangala 7Th Block,"bengali, north indian",400.0,3.9,257,Quick Bites,Yes,No
Zaks Mediterranean Cuisine,Frazer Town,Mg Road,"mediterranean, arabian, lebanese",700.0,3.9,256,Casual Dining,Yes,No
The Blue Wagon - Kitchen,Jayanagar,Jayanagar,"cafe, beverages",400.0,4.6,256,Cafe,Yes,No
Mast Kalandar,Indiranagar,Indiranagar,north indian,450.0,2.4,256,Casual Dining,No,No
The Bawarchi,Banaswadi,Kammanahalli,"north indian, chinese",1050.0,2.5,256,Casual Dining,Yes,No
Rolls On Wheels,Marathahalli,Brookefield,"fast food, rolls, momos",200.0,3.6,255,Quick Bites,No,No
Mint Masala,Infantry Road,Residency Road,"north indian, chinese",1000.0,2.8,255,Casual Dining,No,No
Dande's Hyderabad Biryani,Bommanahalli,Hsr,"biryani, north indian, chinese",550.0,3.0,255,Casual Dining,Yes,No
Stoned Monkey,New Bel Road,New Bel Road,"desserts, ice cream",500.0,4.0,255,Dessert Parlor,Yes,No
Salt Mango Tree,Indiranagar,Old Airport Road,kerala,800.0,4.2,255,Casual Dining,Yes,Yes
New Agarwal Bhavan,Yeshwantpur,New Bel Road,"north indian, chinese, street food, mithai",400.0,4.1,254,"Quick Bites, Sweet Shop",Yes,No
Flavour of China,Btm,Bannerghatta Road,chinese,550.0,3.8,254,Casual Dining,Yes,No
Punjabi Dawat,Bellandur,Sarjapur Road,"north indian, chinese",400.0,2.9,254,Quick Bites,Yes,No
Kaayal,Jeevan Bhima Nagar,Old Airport Road,"kerala, chinese",500.0,3.2,254,Casual Dining,Yes,No
Krispy Kreme,Jayanagar,Koramangala 7Th Block,"desserts, beverages",300.0,4.0,254,Dessert Parlor,Yes,No
Sukh Sagar,Majestic,Lavelle Road,"south indian, north indian",500.0,3.8,254,Casual Dining,No,No
Midnight Hunger Solutions 24/7,Indiranagar,Church Street,"north indian, mughlai, chinese",500.0,2.1,254,Delivery,Yes,No
Mast Biryani - Fresh Indian Kitchen,Marathahalli,Marathahalli,"biryani, north indian, mughlai, fast food",500.0,3.5,254,Casual Dining,No,No
Chandrappa Hotel,Yeshwantpur,Malleshwaram,"south indian, north indian, chinese",450.0,4.2,253,Quick Bites,Yes,No
Aashirvaad Restaurant,Marathahalli,Marathahalli,"north indian, oriya, chinese",300.0,3.1,253,Quick Bites,Yes,No
Hotel Dwarka,Basavanagudi,Banashankari,south indian,250.0,4.2,253,Quick Bites,No,No
Faasos,Residency Road,Residency Road,"north indian, biryani, fast food",500.0,3.9,253,Quick Bites,Yes,No
Imperial Restaurant,Vasanth Nagar,Malleshwaram,"north indian, chinese, biryani",800.0,3.8,253,Casual Dining,Yes,No
Berakah,Hennur,Kalyan Nagar,"north indian, mughlai, chinese",600.0,4.0,253,Casual Dining,Yes,No
Bonum cibum,Hsr,Koramangala 6Th Block,"lebanese, turkish",1200.0,4.5,253,Casual Dining,Yes,No
Happy Belly Bakes,Frazer Town,Mg Road,"bakery, cafe",350.0,4.1,253,"Bakery, Cafe",Yes,No
Chandni Chowk 2 Bangalore,Jeevan Bhima Nagar,Old Airport Road,"north indian, rolls",400.0,4.2,253,Quick Bites,Yes,No
California Burrito,Indiranagar,Indiranagar,"mexican, fast food",400.0,4.2,253,Quick Bites,No,No
Lincoln Bistro,New Bel Road,New Bel Road,"north indian, mughlai, asian, chinese",800.0,4.3,252,Casual Dining,Yes,No
Kaati Zone,Malleshwaram,Rajajinagar,"fast food, biryani, rolls",350.0,3.8,252,Quick Bites,Yes,No
TLP Cafe,Malleshwaram,Rajajinagar,"cafe, italian",400.0,3.9,252,Cafe,Yes,No
Purani Dilli By Anand Sweets,Sarjapur Road,Sarjapur Road,"north indian, fast food",500.0,4.2,252,Quick Bites,No,No
Radha Rani,Brookefield,Whitefield,"bengali, north indian, chinese",400.0,3.4,252,Quick Bites,Yes,No
Waffle Stories,Jayanagar,Jayanagar,"desserts, beverages",300.0,4.2,251,Dessert Parlor,Yes,No
Punjabi Tandoor,Kaggadasapura,Old Airport Road,"north indian, chinese",700.0,3.6,251,Casual Dining,Yes,No
Apsara Ice Cream,Jp Nagar,Jp Nagar,"ice cream, desserts",200.0,4.3,251,Dessert Parlor,No,No
Faasos,Bannerghatta Road,Bannerghatta Road,"north indian, biryani, fast food",500.0,3.9,251,Delivery,Yes,No
Shanghai Bistro,Sarjapur Road,Sarjapur Road,"chinese, thai, vietnamese",800.0,4.1,251,Casual Dining,Yes,No
Domino's Pizza,Hsr,Hsr,"pizza, fast food",400.0,3.8,251,Quick Bites,Yes,No
Zayakedar,Bellandur,Hsr,north indian,250.0,4.0,251,Quick Bites,Yes,No
Amrut,Malleshwaram,Rajajinagar,"north indian, chinese, fast food",300.0,3.5,250,Quick Bites,Yes,No
Cream Stone,New Bel Road,New Bel Road,"desserts, ice cream, beverages",500.0,4.1,250,Dessert Parlor,Yes,No
An Egg Story,Kalyan Nagar,Kammanahalli,"cafe, continental, american, italian",600.0,4.0,250,Cafe,No,No
Tempteys,Btm,Btm,beverages,300.0,4.2,250,"Dessert Parlor, Beverage Shop",Yes,No
Faasos,Sanjay Nagar,Malleshwaram,"north indian, biryani, fast food",500.0,3.9,250,Delivery,Yes,No
Khyma Biryani,Kalyan Nagar,Kammanahalli,biryani,600.0,4.0,249,Casual Dining,Yes,No
Chungs Pavilion,Indiranagar,Old Airport Road,chinese,700.0,3.9,249,Casual Dining,Yes,No
Asia Alive - DoubleTree Suites By Hilton,Sarjapur Road,Sarjapur Road,"continental, thai, malaysian, burmese, korean, vietnamese, chinese, north indian",2000.0,4.2,249,Fine Dining,No,Yes
A2B - Adyar Ananda Bhavan,Koramangala 7Th Block,Koramangala 7Th Block,"south indian, north indian, chinese, street food, fast food",400.0,2.7,249,Casual Dining,Yes,No
Crafted Plate,Jp Nagar,Btm,"cafe, asian, burger, continental, italian, salad",600.0,4.2,249,"Casual Dining, Cafe",Yes,Yes
Bottoms Up Resto Bar,Kalyan Nagar,Kammanahalli,"finger food, italian, continental",1200.0,3.9,248,Bar,Yes,No
Dragon's Kitchen,Hsr,Hsr,chinese,500.0,3.1,248,Casual Dining,Yes,No
Samaroh,Bellandur,Sarjapur Road,north indian,1200.0,4.0,248,Casual Dining,No,No
BOX8- Desi Meals,Jp Nagar,Jayanagar,"north indian, mughlai, fast food",500.0,4.3,248,Delivery,Yes,No
Desi Dawat,Kumaraswamy Layout,Banashankari,"north indian, fast food",400.0,3.7,248,Quick Bites,Yes,No
Tibetan Kitchen,Koramangala 5Th Block,Koramangala 7Th Block,"tibetan, chinese, continental, momos",600.0,4.3,247,Quick Bites,Yes,No
Zen - The Leela Palace,Old Airport Road,Old Airport Road,"thai, japanese, chinese",3500.0,4.2,247,Fine Dining,No,Yes
Kitchens@HSR,Hsr,Hsr,"biryani, kerala, mughlai, street food, north indian, chinese, south indian, andhra",200.0,3.1,247,"Takeaway, Delivery",Yes,No
Andhra Kafe,Whitefield,Whitefield,"andhra, south indian, north indian, biryani",550.0,3.8,247,Casual Dining,Yes,No
Dal Tadkaa,Banashankari,Banashankari,north indian,500.0,2.5,247,Casual Dining,Yes,No
Mug N Bean,Jayanagar,Jp Nagar,"cafe, continental, italian, burger",400.0,3.9,247,Cafe,Yes,No
Kuttanad Restaurant,Nagawara,Kalyan Nagar,"kerala, north indian",400.0,3.9,247,Quick Bites,Yes,No
Kitchen Garden,Kumaraswamy Layout,Jp Nagar,"north indian, chinese",300.0,3.6,247,Quick Bites,Yes,No
Pallavi North Indian Veg Restaurant,Jp Nagar,Jayanagar,"biryani, north indian, chinese",450.0,3.7,246,Casual Dining,No,No
Mangalore Pearl,Jayanagar,Koramangala 7Th Block,"mangalorean, seafood, chinese, biryani",650.0,3.8,246,Casual Dining,Yes,No
InAzia - Sheraton Grand Bengaluru Whitefield Hotel &...,Whitefield,Whitefield,"asian, chinese",2500.0,4.3,246,Casual Dining,No,Yes
KFC,"Itpl Main Road, Whitefield",Brookefield,"burger, fast food",400.0,2.8,246,Food Court,Yes,No
SantÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Spa Cuisine,Indiranagar,Old Airport Road,"healthy food, salad, mediterranean",1000.0,4.9,246,Casual Dining,No,Yes
Bene - Sheraton Grand Bangalore Hotel at Brigade...,Malleshwaram,Rajajinagar,"italian, european, mediterranean",2500.0,4.2,246,Fine Dining,No,Yes
Tasty Bytes,Kumaraswamy Layout,Banashankari,"north indian, chinese, momos, rolls",300.0,3.1,245,Quick Bites,Yes,No
Amma's Pastries,Jayanagar,Jayanagar,bakery,400.0,4.2,245,Dessert Parlor,No,No
Chichaba's Taj,Basaveshwara Nagar,Rajajinagar,"biryani, north indian, mughlai",600.0,4.1,245,Casual Dining,Yes,No
Mint and Mustard,Basavanagudi,Jayanagar,"north indian, chinese",750.0,4.0,245,Casual Dining,Yes,No
Pan's Aroma,Electronic City,Electronic City,"bengali, biryani, north indian, chinese, fast food",400.0,2.9,244,Quick Bites,Yes,No
Rishi's Paratha Plaza,Sanjay Nagar,Malleshwaram,north indian,250.0,3.9,244,Quick Bites,Yes,No
Singh Saab,Indiranagar,Old Airport Road,"north indian, chinese, mughlai",800.0,3.7,244,Casual Dining,Yes,No
BabaYaga's,Indiranagar,Old Airport Road,"american, finger food",1500.0,4.0,244,"Bar, Casual Dining",No,Yes
Udupi Ruchi,Bellandur,Sarjapur Road,"south indian, north indian, chinese, street food",200.0,3.8,244,Quick Bites,Yes,No
A2B - Adyar Ananda Bhavan,Kalyan Nagar,Kalyan Nagar,"south indian, north indian, chinese, street food, fast food",400.0,3.6,244,Casual Dining,Yes,No
Samosa Singh,Marathahalli,Marathahalli,"street food, fast food, rolls, desserts",200.0,4.0,244,Quick Bites,Yes,No
Terracotta Whitefield,Whitefield,Whitefield,"north indian, lucknowi, afghan",3000.0,4.0,244,Fine Dining,No,Yes
Frozen Bottle,Koramangala 5Th Block,Btm,"beverages, desserts, ice cream",400.0,4.1,244,Beverage Shop,Yes,No
Shaap,Indiranagar,Old Airport Road,"kerala, seafood",500.0,4.0,243,Casual Dining,Yes,No
Decker's Lane,Marathahalli,Marathahalli,bengali,400.0,2.1,243,Quick Bites,Yes,No
Imperial Restaurant,Koramangala 6Th Block,Koramangala 5Th Block,"seafood, biryani, south indian, chettinad, chinese, arabian, andhra, kerala",800.0,3.6,243,Casual Dining,Yes,No
Kabab Mandra,Sarjapur Road,Bellandur,"north indian, chinese, rolls",300.0,2.9,243,Quick Bites,Yes,No
The Paramount Hotel,Koramangala 5Th Block,Koramangala 6Th Block,"north indian, seafood, biryani, kerala",1000.0,3.6,243,Casual Dining,Yes,No
Desi Khana,"Varthur Main Road, Whitefield",Whitefield,north indian,300.0,3.4,243,Quick Bites,Yes,No
Indigo X II P,Hsr,Koramangala 4Th Block,"finger food, continental, pizza, asian, north indian",1250.0,4.4,243,Pub,No,Yes
Lono,Indiranagar,Old Airport Road,"continental, modern indian",1500.0,4.2,242,"Lounge, Casual Dining",No,Yes
Game Of Tandoors,Marathahalli,Marathahalli,"north indian, rolls",400.0,3.7,242,Quick Bites,Yes,No
Stoned Monkey,Jp Nagar,Btm,"desserts, ice cream",500.0,3.9,242,Dessert Parlor,Yes,No
Pizza Stop,Koramangala 4Th Block,Koramangala 6Th Block,"pizza, italian",600.0,3.9,241,Quick Bites,Yes,No
Mr. Singh Da Dhaba,Kumaraswamy Layout,Jp Nagar,"north indian, chinese",300.0,3.6,241,Quick Bites,Yes,No
The Sugar Fairy,Frazer Town,Kammanahalli,"bakery, desserts",100.0,4.3,241,Bakery,No,No
Steaming Mugs,Basavanagudi,Brigade Road,cafe,700.0,3.9,241,Cafe,Yes,No
Imperial Restaurant,Indiranagar,Old Airport Road,"north indian, chinese, mughlai, seafood",800.0,3.9,241,Casual Dining,Yes,No
Kamat Yatrinivas,Whitefield,Whitefield,"north indian, south indian, chinese",500.0,3.0,241,Quick Bites,No,No
Dev Sagar - Food Street,Basavanagudi,Residency Road,street food,200.0,4.1,241,Quick Bites,Yes,No
Flavors of North,New Bel Road,New Bel Road,"north indian, chinese, biryani",400.0,3.3,240,Quick Bites,Yes,No
The Flying Cup,Sarjapur Road,Sarjapur Road,"beverages, fast food, tea",150.0,4.2,240,Quick Bites,Yes,No
Roll Over,Jp Nagar,Jayanagar,"ice cream, beverages, fast food",500.0,4.1,240,Dessert Parlor,Yes,No
Arirang Korean Restaurant,Kammanahalli,Kammanahalli,korean,1400.0,4.0,240,Casual Dining,No,Yes
Meghana Biryani,Bellandur,Sarjapur Road,north indian,800.0,2.3,240,Casual Dining,Yes,No
SR Andhra Spicy House,Bommanahalli,Hsr,andhra,800.0,3.8,240,Casual Dining,Yes,No
Madeena Hotel,Hsr,Koramangala 5Th Block,"north indian, mughlai, biryani",400.0,3.9,240,Quick Bites,Yes,No
Knight Ryders,Btm,Jp Nagar,"north indian, chinese",400.0,3.4,239,Delivery,Yes,No
Prana,New Bel Road,New Bel Road,"cafe, healthy food, south indian",500.0,4.0,239,Cafe,Yes,No
Cafe Mamma Mia,Basaveshwara Nagar,Rajajinagar,"continental, italian, cafe, beverages, desserts",600.0,3.7,239,"Casual Dining, Cafe",No,No
Crunch Pizzas - Express Delivery,Indiranagar,Old Airport Road,pizza,500.0,3.0,239,Delivery,Yes,No
Udupi Sri Krishna Bhavan,Basavanagudi,Basavanagudi,south indian,600.0,4.1,238,Quick Bites,No,No
Little Lucknow,Koramangala 5Th Block,Koramangala 7Th Block,"mughlai, north indian",800.0,4.0,238,Casual Dining,Yes,Yes
Punjabi Restaurant,Rt Nagar,Kammanahalli,"north indian, chinese",400.0,3.3,238,Quick Bites,Yes,No
Imperial Restaurant,Shivajinagar,Frazer Town,"north indian, chinese, biryani, kebab, juices",800.0,2.9,238,Casual Dining,Yes,No
Purani Dilli By Anand Sweets,Koramangala 5Th Block,Koramangala 6Th Block,"north indian, continental, street food",500.0,4.1,238,Casual Dining,Yes,No
The Hub - Ibis Bengaluru,Marathahalli,Sarjapur Road,finger food,0.0,3.9,237,Bar,No,No
Hatti Kaapi,Koramangala 5Th Block,Jayanagar,"south indian, beverages",200.0,3.9,237,Quick Bites,Yes,No
Hyderabad Magic,Electronic City,Electronic City,"hyderabadi, chinese, biryani, arabian",400.0,3.8,237,Quick Bites,Yes,No
Chumma Delicious,Banashankari,Banashankari,"south indian, fast food",200.0,3.7,237,Quick Bites,Yes,No
Sri Krishna Sagar,Hsr,Sarjapur Road,"south indian, north indian, chinese, street food, juices",400.0,3.5,237,Quick Bites,Yes,No
Altaf's Chillies Restaurant,Frazer Town,Kammanahalli,"north indian, chinese",500.0,3.9,237,Casual Dining,Yes,No
Edo Restaurant & Bar - ITC Gardenia,Richmond Road,Mg Road,japanese,4000.0,4.3,237,Fine Dining,No,Yes
Hatti Punjab Di,Koramangala 1St Block,Koramangala 7Th Block,"north indian, chinese",250.0,3.9,237,"Takeaway, Delivery",Yes,No
Costa Coffee,Koramangala 4Th Block,Koramangala 4Th Block,"cafe, fast food",500.0,4.0,236,Cafe,No,No
The ThickShake Factory,Koramangala 7Th Block,Koramangala 6Th Block,"beverages, juices",350.0,4.3,236,Beverage Shop,No,No
Fabelle Chocolate Boutique - ITC Gardenia,Richmond Road,Lavelle Road,"desserts, ice cream, beverages",1250.0,4.5,236,Dessert Parlor,No,No
Apoorva Multi Cuisine Restaurant,Brookefield,Marathahalli,"north indian, south indian, chinese, andhra, biryani",750.0,3.9,236,Casual Dining,Yes,No
"Cinnamon - Renaissance Hotel, Bengaluru",Race Course Road,Rajajinagar,desserts,500.0,4.3,236,Dessert Parlor,No,No
Chime - Sheraton Grand Bengaluru Whitefield Hotel &...,"Itpl Main Road, Whitefield",Whitefield,finger food,2500.0,4.3,236,Bar,No,Yes
HOMMS,Marathahalli,Marathahalli,"momos, chinese, fast food",300.0,4.5,236,Quick Bites,Yes,No
eat.fit,Rajajinagar,Rajajinagar,"healthy food, north indian, biryani, continental, desserts",500.0,4.5,236,Delivery,Yes,No
Pizza Hut,Shanti Nagar,Residency Road,"pizza, fast food",750.0,3.8,236,Quick Bites,Yes,No
Chung's Chinese Corner,Kalyan Nagar,Kammanahalli,"chinese, asian, american, seafood",600.0,2.8,236,Casual Dining,Yes,No
Clove Rooftop,Jayanagar,Basavanagudi,"konkan, seafood",1000.0,3.8,235,Casual Dining,No,Yes
ThrowBack - Pub & Dine,Langford Town,Mg Road,"italian, north indian, continental",1000.0,3.9,235,"Bar, Casual Dining",No,No
Stoned Monkey,Hsr,Sarjapur Road,"desserts, ice cream",500.0,3.9,234,Dessert Parlor,Yes,No
Ragoo's,Jayanagar,Jayanagar,"italian, pizza, north indian, salad",800.0,3.9,234,Casual Dining,Yes,No
Kabab Mehal,Jp Nagar,Jp Nagar,"north indian, chinese, kebab, juices",400.0,3.8,234,Quick Bites,No,No
Cream Chemistry,Koramangala 5Th Block,Btm,"ice cream, desserts",500.0,3.9,234,Dessert Parlor,Yes,No
Indian Food Court,Electronic City,Electronic City,"north indian, chinese, fast food",400.0,3.8,234,Quick Bites,Yes,No
Fresh 'N' Grills,Electronic City,Electronic City,"sandwich, salad, north indian, chinese",500.0,3.2,234,"Takeaway, Delivery",Yes,No
Sree Spicy Hub,Jeevan Bhima Nagar,Old Airport Road,"andhra, biryani, south indian",600.0,3.9,234,Casual Dining,Yes,No
Behrouz Biryani,Cv Raman Nagar,Marathahalli,biryani,650.0,4.0,234,Delivery,Yes,No
Best Of Bengal,Marathahalli,Sarjapur Road,bengali,300.0,3.8,234,Quick Bites,Yes,No
Food Springs,Jayanagar,Koramangala 7Th Block,"south indian, chinese",400.0,4.0,233,Quick Bites,Yes,No
Amande Patisserie,Lavelle Road,Mg Road,"bakery, french, desserts",300.0,4.2,233,"Bakery, Dessert Parlor",Yes,No
Eggstacy,New Bel Road,New Bel Road,"fast food, continental, chinese",500.0,4.0,233,Quick Bites,Yes,No
Curry Leaves,Jayanagar,Jayanagar,"andhra, north indian, chinese",600.0,3.8,233,Casual Dining,Yes,No
Caprese - Shangri-La Hotel,Vasanth Nagar,Lavelle Road,italian,3000.0,4.2,233,Fine Dining,No,Yes
Dalchini,Bellandur,Sarjapur Road,north indian,700.0,4.0,233,Casual Dining,No,No
Ging - Royal Orchid Central,Mg Road,Mg Road,asian,2000.0,4.4,232,"Bar, Casual Dining",Yes,Yes
Kitchens@BTM,Btm,Koramangala 6Th Block,"biryani, kerala, mughlai, street food, north indian, chinese, south indian, andhra",400.0,3.9,232,"Takeaway, Delivery",Yes,No
Sangam Mess,Kammanahalli,Kammanahalli,"south indian, biryani, north indian",300.0,4.2,232,Mess,No,No
What'sinaPita,Koramangala 1St Block,Koramangala 4Th Block,"mediterranean, middle eastern, wraps, rolls",400.0,3.9,232,Delivery,Yes,No
Behrouz Biryani,Kammanahalli,Kammanahalli,biryani,650.0,3.9,232,Delivery,Yes,No
Taste Of India Family Restaurant,Whitefield,Whitefield,"north indian, south indian",400.0,3.2,232,Quick Bites,Yes,No
Cakewala,Jp Nagar,Jp Nagar,"bakery, desserts",500.0,4.1,232,Bakery,Yes,No
The Mangalorean,Kammanahalli,Kammanahalli,"konkan, mangalorean, seafood",550.0,4.1,232,Casual Dining,Yes,Yes
The Chervil,Jp Nagar,Jp Nagar,"north indian, continental",1000.0,4.1,232,Casual Dining,Yes,No
Thai House,Indiranagar,Old Airport Road,thai,1500.0,4.2,232,Casual Dining,Yes,No
The Bundle Co.,Mg Road,Residency Road,"burger, continental, italian, beverages",700.0,4.4,232,Quick Bites,Yes,No
Salem Kitchen,Brookefield,Marathahalli,"chettinad, chinese, south indian",550.0,3.4,232,Casual Dining,No,No
Insomniac's Delight,Electronic City,Electronic City,"fast food, north indian",300.0,4.0,231,Delivery,Yes,No
Rayalaseema Chefs,Marathahalli,Marathahalli,"north indian, biryani, andhra, chinese",800.0,3.9,231,Casual Dining,Yes,Yes
Kolkata Kitchen,Electronic City,Electronic City,"north indian, fast food, biryani",400.0,3.2,231,Quick Bites,Yes,No
Calvin's,Jp Nagar,Jayanagar,"desserts, italian, pizza",800.0,2.9,231,Dessert Parlor,No,No
InnerChef,Sarjapur Road,Bellandur,"north indian, continental",500.0,3.9,231,Delivery,Yes,No
